,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_en,Energie (kcal/100 g),Eau (g/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Fer (mg/100 g),Magnésium (mg/100 g),Vitamine D (µg/100 g),Vitamine C (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
1221,4,401,40105,"viandes, œufs, poissons et assimilés",viandes cuites,21522,"Agneau, côte ou côtelette, cuite (aliment moyen)","Lamb, rib or chop, cooked (medium food)",157,"67,7","26,3",0,"5,78",nan,86,nan,nan,"1,27",nan,nan,nan,nan,"1,22"
1222,4,401,40105,"viandes, œufs, poissons et assimilés",viandes cuites,21523,"Agneau, viande, cuite (aliment moyen)","Lamb, meat, cooked (medium food)",208,"60,5","28,1","0,011","10,6",nan,"92,8",nan,nan,"1,74",nan,nan,nan,nan,"2,27"
1223,4,401,40105,"viandes, œufs, poissons et assimilés",viandes cuites,21524,"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)","Lamb, rib or chop, grilled/sauteed (medium food)",157,"67,7","26,3",0,"5,78",nan,86,nan,nan,"1,27",nan,nan,nan,nan,"1,22"
1224,4,401,40106,"viandes, œufs, poissons et assimilés",viandes cuites,14000,"Chevreuil, rôti/cuit au four","Venison, roasted/baked",150,"65,2","30,2",0,"3,19",-,112,"0,14",7,"4,47",24,-,0,6,"0,8"
1225,4,401,40106,"viandes, œufs, poissons et assimilés",viandes cuites,14003,"Sanglier, rôti/cuit au four","Wild boar, roasted/baked",153,"63,9","28,3",0,"4,38",0,77,"0,15",16,"1,12",27,0,0,6,"0,7"
1226,4,401,40106,"viandes, œufs, poissons et assimilés",viandes cuites,14007,"Cerf, rôti/cuit au four","Deer, roasted/baked",150,"65,2","30,2",0,"3,19",-,112,"0,14",7,"4,47",24,-,0,-,-
1227,4,401,40106,"viandes, œufs, poissons et assimilés",viandes cuites,14008,"Gibier à poil, cuit (aliment moyen)","Furred game, cooked (medium food)",152,"64,4","29,6",0,"3,74",nan,"97,4","0,14","11,8","3,03","25,8",nan,0,"6,18","1,26"
1228,4,401,40106,"viandes, œufs, poissons et assimilés",viandes cuites,36402,"Faisan, viande, rôtie/cuite au four","Pheasant, meat, roasted/baked",239,"54,2","32,4",0,"12,1",0,89,"0,11",16,"1,43",22,"0,2","2,3",5,"0,72"
1229,4,401,40106,"viandes, œufs, poissons et assimilés",viandes cuites,36603,"Gibier à plumes, viande, cuit (aliment moyen)","Game birds, meat, cooked (medium food)",217,"61,6","25,1",0,13,0,109,"0,73","6,81","4,2","31,3","0,55","2,08","9,46","2,78"
1230,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,6902,"Cheval, viande, rôtie/cuite au four","Horse, meat, roasted/baked",138,"68,6",28,0,"2,85",-,"83,6","0,1","4,8","3,4","28,1",0.25,0.5,10.0,"4,05"
1231,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,6906,"Cheval, tende de tranche, grillée/poêlée","Horse, flank steak, grilled/pan-fried",135,"68,7","27,9",traces,"2,58",-,-,-,-,"3,99",-,-,-,-,"1,63"
1232,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,6907,"Cheval, faux-filet, grillé/poêlé","Horse, sirloin, grilled/pan-fried",163,"65,5","26,6",traces,"6,27",-,-,-,-,"3,3",-,-,-,-,"1,51"
1233,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,6908,"Cheval, entrecôte, grillée/poêlée","Horse, rib steak, grilled/fried",169,"64,4","28,2",traces,"6,24",-,-,-,-,"3,38",-,-,-,-,"1,44"
1234,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,6909,"Cheval, faux-filet, rôti/cuit au four","Horse, sirloin, roasted/baked",173,"63,2","28,3",traces,"6,68",-,-,-,-,"3,3",-,-,-,-,"1,51"
1235,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,6910,"Cheval, tende de tranche, rôtie/cuite au four","Horse, flank cut, roasted/baked",144,"66,6","29,7",traces,"2,75",-,-,-,-,"3,99",-,-,-,-,"1,63"
1236,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,21801,"Chevreau, cuit","Kid, cooked",136,"68,2","27,1",0,"3,03",0,75,"0,22",17,"3,73",-,0,0,5,"1,19"
1237,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,34000,"Lapin, viande braisée","Rabbit, braised meat",197,"58,8","30,4",0,"8,41",0,86,"0,093",20,"2,37",20,0,0,9,"6,51"
1238,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,34002,"Lapin, viande cuite","Rabbit, cooked meat",167,"68,2","20,5","0,5","9,2",-,"75,9","0,16","13,5","2,27","21,8",-,0,1.05,"2,2"
1239,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,34004,"Lapin de garenne, viande, cuite","Wild rabbit, meat, cooked",164,"61,4",33,0,"3,51",0,123,"0,11",18,"4,85",31,0,0,8,"6,51"
1240,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36051,"Chapon, viande et peau, rôti/cuit au four","Capon, meat and skin, roasted/baked",221,"58,7",29,0,"11,7",-,86,"0,12",14,"1,49",24,-,0,6,"0,33"
1241,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36102,"Caille, viande et peau, cuite","Quail, meat and skin, cooked",206,"60,5","26,8",0,"10,9",0,86,"0,13",15,"4,43",22,"0,2","2,3",6,"0,36"
1242,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36200,"Canard, viande et peau, rôti/cuit au four","Duck, meat and skin, roasted/baked",331,"51,8",19,0,"28,4",0,84,"0,15",11,"2,7",16,"0,1",0,6,"0,3"
1243,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36202,"Canard, viande, rôtie/cuite au four","Duck, meat, roasted/baked",194,"63,1","23,3",0,"11,2",0,119,"0,39","6,78","3,35","35,8","0,1",0,10,"2,9"
1244,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36205,"Canard, magret, grillé/poêlé","Duck, breast, grilled/pan-fried",222,"61,7","26,7",traces,"12,8",0,106,"1,09",5,"4,8","31,2","0,93","3,5",10.0,"3,3"
1245,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36502,"Oie, viande, rôtie/cuite au four","Goose, meat, roasted/baked",230,"57,2",29,0,"12,7",-,96,"0,19",14,"2,87",25,"0,1",0,12,"0,49"
1246,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36503,"Oie, viande et peau, rôtie/cuite au four","Goose, meat and skin, roasted/baked",298,52,"25,2",0,"21,9",0,91,"0,18",13,"2,83",22,"0,1",0,2,"0,41"
1247,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36602,"Pigeon, viande, rôtie/cuite au four","Pigeon, meat, roasted/baked",213,62,"23,9",0,13,0,116,"0,14",17,"5,91",26,"0,2","2,9",6,"0,41"
1248,4,401,40107,"viandes, œufs, poissons et assimilés",viandes cuites,36801,"Autruche, viande cuite","Ostrich, cooked meat",168,"67,1","26,2",0,"7,07",0,83,"0,2",8,"3,43",23,"0,1",0,14,"5,74"
1249,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40003,"Cervelle, agneau, cuite","Lamb brain, cooked",145,"75,7","12,6","0,8","10,2",-,2040,"0,34",12,"1,68",14,-,12,5,"9,25"
1250,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40004,"Cervelle, porc, braisée","Pork brain, braised",174,"73,8","12,4",0.025,"13,8",-,2430,"0,33",14,"1,5",15,0.25,14,2.5,"5,11"
1251,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40007,"Cervelle, veau, cuite","Veal brain, cooked",133,"76,9","11,5",0,"9,63",-,3100,"0,39",16,"1,67",16,-,13,3,"9,65"
1252,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40053,"Coeur, boeuf, cuit","Heart, beef, cooked",133,-,23,"0,15","4,5",0,142,"0,15",5,"6,7",21,"0,1",-,5,"11,5"
1253,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40056,"Coeur, poulet, cuit","Heart, chicken, cooked",177,"64,9","26,4","0,1","7,92",-,242,"0,12",19,"9,03",20,-,"1,8",80,"7,29"
1254,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40057,"Coeur, dinde, cuit","Heart, turkey, cooked",167,"67,2","24,9",0,"7,52",0,359,"0,35",21,"6,96",28,0,-,8,"13,9"
1255,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40059,"Coeur, agneau, cuit","Heart, lamb, cooked",179,"64,2",25,"1,93","7,91",-,249,"0,16",14,"5,52",24,-,7,2,"11,2"
1256,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40103,"Foie, agneau, cuit","Liver, lamb, cooked",157,65,23,"3,16","5,8",-,235,"0,23","8,5","4,1","22,5","0,51","17,6",457,60
1257,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40105,"Foie, génisse, cuit","Liver, heifer, cooked",165,"64,1","26,3","2,2","5,71",0,204,"0,19","6,14","5,8","17,8","0,51",20,536,"1,9"
1258,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40107,"Foie, veau, cuit","Veal liver, cooked",121,"67,7",19,"4,47","3,02",0,288,"0,2","6,5","4,5","21,5","2,52","13,2",592,"52,6"
1259,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40109,"Foie, volaille, cuit","Liver, poultry, cooked",164,"65,4","25,8",0,"6,4",-,478,"0,25","6,6",12,24,"1,29",0.25,1440,"50,5"
1260,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40113,"Foie, porc, cuit","Liver, pork, cooked",159,"64,3",26,"3,76","4,4",-,355,"0,12",10,"17,9",14,-,"23,6",163,"18,7"
1261,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40116,"Foie, poulet, cuit","Liver, chicken, cooked",160,"66,8","24,5","0,8","6,51",0,563,"0,19",11,"11,6",25,0,"27,9",578,"16,9"
1262,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40118,"Foie, dinde, cuit","Liver, turkey, cooked",182,64,27,0,"8,18",0,648,"0,25",19,"1,79",26,-,"22,6",691,"28,2"
1263,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40201,"Langue, veau, cuite","Veal tongue, cooked",237,"64,1",21,0,17,-,162,"0,16",9,"2,6",18,-,6,9,"6,8"
1264,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40203,"Langue, boeuf, cuite","Beef tongue, cooked",235,"59,6","23,7",0,"15,6",0,145,"0,21","14,5","3,5","9,44","0,4","1,3",7,"6,62"
1265,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40303,"Ris, agneau, cuit","Sweetbreads, lamb, cooked",227,"59,7","22,8",0,"15,1",-,400,"0,13",12,"2,12",19,-,20,13,"5,54"
1266,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40305,"Ris, veau, braisé ou sauté/poêlé","Sweetbreads, veal, braised or sautéed/fried",136,"73,3",21,0,"5,8",0,275,"0,15",4,"0,5",24,0,"39,4",20,"4,9"
1267,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40401,"Rognon, cuit (aliment moyen)","Kidney, cooked (medium food)",161,"67,8","26,1",0,"6,31",0,440,"0,25","17,1","7,35","14,6","0,44",nan,"70,2","31,2"
1268,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40403,"Rognon, boeuf, cuit","Beef kidney, cooked",171,"66,9",27,0,7,0,436,"0,24",19,"9,5",12,"1,1",-,83,26
1269,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40405,"Rognon, porc, cuit","Kidney, pork, cooked",144,"68,7","25,4",0,"4,7",-,480,"0,2",13,"5,29",18,0,"10,6",41,"7,79"
1270,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40406,"Rognon, agneau, braisé","Lamb kidney, braised",127,"70,5","23,7",0,"3,62",0,565,"0,38",18,"12,4",20,0,12,81,"78,9"
1271,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40408,"Rognon, veau, braisé ou sauté/poêlé","Veal kidney, braised or sautéed/fried",167,"67,7",26,0,7,0,396,"0,28",-,5,-,0,-,-,42
1272,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40601,"Abat, cuit (aliment moyen)","Offal, cooked (medium food)",162,"64,8","25,1","1,36","6,24","0,026",322,"0,6","9,73","6,54","17,8","0,77","10,3",238,"21,4"
1273,4,401,40108,"viandes, œufs, poissons et assimilés",viandes cuites,40701,"Gésier, canard, confit, appertisé","Gizzard, duck, confit, canned",149,"63,4","32,4",0,"2,1",0.1,355,"1,92","8,5","9,4","18,3",0.25,0.5,10.0,"6,8"
1274,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6001,"Boeuf, côte, crue","Beef, rib, raw",251,-,"18,7",traces,"19,6",-,-,"0,16",11,"2,8",18,-,0,"6,9","1,4"
1275,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6002,"Boeuf, épaule, crue","Beef, shoulder, raw",168,69,"20,4",0,"9,64",0,65,"0,17","7,38","2,29","22,5","0,55",0,5,"1,84"
1276,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6003,"Boeuf, basse-côte, crue","Beef, short rib, raw",201,"65,8",19,"1,45","13,2",0.25,-,"0,17",-,"2,75",-,-,-,-,"1,22"
1277,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6102,"Boeuf, gîte à la noix, cru","Beef, knuckle, raw",148,"68,9","21,3",0,"7,05",0,68,"0,14","10,3","1,85",22,"0,4",0,9,"1,45"
1278,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6103,"Boeuf, entrecôte, crue","Beef, rib steak, raw",231,"62,5","19,4",0,"17,1",0,69,"0,075","5,44","2,21","19,5","0,45",0,4,"1,85"
1279,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6106,"Boeuf, rond de gîte, cru","Beef, round of the shank, raw",111,74,"22,9","0,38","2,02",0.25,-,"0,15",-,"2,08",-,-,-,-,"0,93"
1280,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6111,"Boeuf, faux-filet, cru","Beef, sirloin, raw",152,"70,5","22,3","0,6","6,74",0,"67,3","0,082","9,28","2,26","21,3","0,55",0,"9,6","1,19"
1281,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6116,"Boeuf, filet, cru","Beef, fillet, raw",132,"72,8","21,6","0,22","4,95",0.25,-,"0,15",-,"2,57",-,-,-,-,"1,73"
1282,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6122,"Boeuf, plat de côtes, cru","Beef, short ribs, raw",287,"58,2","18,4",0,"23,7",-,76,"0,12",9,"1,9",14,-,0,5,"2,57"
1283,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6130,"Boeuf, hampe, crue","Beef, flank, raw",154,"71,5",19,0,"8,63",0,71,"0,15",6,"3,68",19,"0,1",0,3,"4,61"
1284,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6140,"Boeuf, joue, crue","Beef, cheek, raw",136,"73,2","22,3","0,4","5,02",0,-,"0,18",-,"3,18",-,-,-,-,"7,24"
1285,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6150,"Boeuf, jarret, cru","Beef, shank, raw",122,"72,5","20,9",0,"4,25",0,59,"0,14",5,"1,96",24,-,0,11,"4,49"
1286,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6160,"Boeuf, tende de tranche, crue","Beef, flank steak, raw",116,"74,8","23,1","0,57","2,34",0,"61,5","0,078","7,93","2,75",17,"0,4",0,"5,5","1,16"
1287,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6201,"Boeuf, steak ou bifteck, cru","Beef, steak or beefsteak, raw",223,"63,1","19,2",0,"16,2",0,67,"0,15",6,"1,93","19,8","0,6",0,"5,77","2,18"
1288,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6202,"Boeuf, boule de macreuse, crue","Beef, chuck eye, raw",118,"74,5","21,8",0,"3,36",0,59,"0,097","4,95","2,86",22,-,0,7,"1,89"
1289,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6204,"Boeuf, onglet, cru","Beef, flank steak, raw",138,"72,4","19,9","0,62","6,18",0.25,-,"0,18",-,"3,63",-,-,-,-,"3,6"
1290,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6206,"Boeuf, rumsteck, cru","Beef, rump steak, raw",114,"70,9","22,5","0,4","2,5",0,63,"0,13","7,33","2,48","16,5","0,5",0,5,"1,52"
1291,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6212,"Boeuf, bavette d'aloyau, crue","Beef, flank steak, raw",133,"73,7","20,4",0,"5,67",0,65,"0,085","14,2","3,31",22,-,0,11,"3,12"
1292,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6231,"Boeuf, à bourguignon ou pot-au-feu, cru","Beef, for bourguignon or pot-au-feu, raw",164,-,24,0,"7,5",0,-,"0,1",18,"2,1",-,-,-,-,-
1293,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6240,"Boeuf, collier, cru","Beef, neck, raw",198,"66,7","20,1","0,78","12,7",0.25,-,"0,17",-,"2,42",-,-,-,-,"1,3"
1294,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6250,"Boeuf, steak haché 5% MG, cru","Beef, ground steak 5% fat, raw",130,74,"21,9","0,3","4,59",0,62,"0,097",7,"2,65",22,"0,25",0,6,"2,12"
1295,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6252,"Boeuf, steak haché 10% MG, cru","Beef, ground steak 10% fat, raw",171,"69,5",20,0.025,"10,1",0,65,"0,16",12,"2,24",20,"0,1",0,6,"2,21"
1296,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6254,"Boeuf, steak haché 15% MG, cru","Beef, ground steak 15% fat, raw",209,"67,2","20,2","0,47","14,1",0,67,"0,1","9,33","2,64",20,"0,35",1,"5,75","1,9"
1297,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6256,"Boeuf, steak haché 20% MG, cru","Beef, ground steak 20% fat, raw",249,"61,9","17,3",0,20,0,71,"0,16","12,7","1,94",17,"0,1",0,7,"2,14"
1298,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6270,"Boeuf, paleron, cru","Beef, chuck, raw",144,"72,3","21,2",0,"6,54",0,67,"0,12","7,45","2,5",25,"0,1",0,3,"2,77"
1299,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6311,"Boeuf, queue, crue","Beef, tail, raw",203,65,"21,5","0,23","12,9",0.25,-,"0,28",-,"2,55",-,-,-,-,"1,47"
1300,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6510,"Veau, côte, crue","Veal, rib, raw",189,"68,9","18,3",0,"12,9",0,82,"0,11","11,5","1,26",22,-,0,12,"2,82"
1301,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6513,"Veau, carré, cru","Veal, rack, raw",145,"74,1","19,5","0,4","7,25",0,82,"0,22","15,3","1,45",25,0,0,15,"1,37"
1302,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6521,"Veau, escalope, crue","Veal, escalope, raw",108,"73,7","20,7","0,58","2,6",0,-,"0,097",10,2,21,-,-,5,2
1303,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6522,"Veau, noix, crue","Veal, nut, raw",111,"75,4","21,8",0,"2,58",0,78,"0,19",9,"0,92",26,0,0,14,"2,08"
1304,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6530,"Veau, filet, cru","Veal, fillet, raw",95,-,"20,6",0,"1,4",0,-,"0,24",12,2,-,-,-,-,-
1305,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6535,"Veau, steak haché 20% MG, cru","Veal, ground steak 20% fat, raw",243,-,"16,7","0,4","19,5",0,-,"0,19",11,"0,84",-,-,-,-,-
1306,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6536,"Veau, steak haché 15% MG, cru","Veal, ground steak 15% fat, raw",208,-,"18,2",traces,15,-,-,"0,17",-,-,-,-,-,-,-
1307,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6540,"Veau, poitrine, crue","Veal, breast, raw",176,"67,7","18,7",0,"11,2",0,71,"0,21",8,"1,22",18,-,-,-,-
1308,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6550,"Veau, rôti, cru","Veal, roasted, raw",145,"66,5","27,3",0,"3,96",0,"26,2","0,2",7,"1,35",27,"1,3",0,14,"1,05"
1309,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6560,"Veau, épaule, crue","Veal, shoulder, raw",124,"74,9","20,7",0,"4,63",0,86,"0,15",16,"1,16",24,"0,5",0,11,"2,69"
1310,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6580,"Veau, pied, cru","Veal, foot, raw",184,-,"19,1",traces,12,-,-,"0,12",11,"2,9",15,-,0,"6,9","1,4"
1311,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6583,"Veau, jarret, cru","Veal, shank, raw",118,"75,4","21,3",0,"3,66",0,-,"0,21",9,"1,2",-,-,-,-,"2,3"
1312,4,402,40201,"viandes, œufs, poissons et assimilés",viandes crues,6590,"Veau, collier, cru","Veal, neck, raw",133,"73,8","19,8",traces,"5,92",-,-,"0,15",-,"1,01",-,-,-,-,"2,02"
1313,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28001,"Porc, épaule, crue","Pork, shoulder, raw",178,"69,6","18,9","0,38","11,2",0,"60,5","0,12","10,7","0,65",19,"1,25","0,7","3,25","0,49"
1314,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28002,"Porc, poitrine, crue","Pork, belly, raw",253,"59,8",17,0,"20,5",-,"81,7","0,14","6,68","0,52","18,8","0,19",0,"1,67","0,37"
1315,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28003,"Porc, longe, crue","Pork, loin, raw",175,"67,7","20,8","0,75","9,89",0,64,"0,17","8,99","0,84","21,7","0,53","0,6","1,35","0,59"
1316,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28004,"Porc, jarret, cru","Pork, shank, raw",187,"67,7","19,9",0,12,0,67,"0,21",12,"0,69",19,"0,5",0,0,"0,54"
1317,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28100,"Porc, côte, crue","Pork, rib, raw",164,"69,5","19,8","0,38","9,3",0,"56,4","0,12","7,05","0,66","22,2","0,6",0,0,"0,35"
1318,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28102,"Porc, rouelle de jambon, crue","Pork, ham shank, raw",149,"71,2","20,2",0,"7,56",0,58,"0,14",12,"1,13",20,"0,5",0,0,"0,4"
1319,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28104,"Porc, carré, cru","Pork, rack, raw",146,"70,3","22,7","0,4","5,94",-,47,"0,094",-,"0,57",-,-,-,-,"0,33"
1320,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28201,"Porc, filet, maigre, cru","Pork, fillet, lean, raw",117,"74,4","21,2",0,"3,6",0,"63,3","0,18","6,38","0,93","27,1","0,36",0,"2,35","0,58"
1321,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28204,"Porc, filet mignon, cru","Pork, tenderloin, raw",123,"74,9","21,2","0,4","4,09",0,"33,3","0,11","8,99","0,82","27,6","0,3",0,0,"0,31"
1322,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28300,"Porc, rôti, cru","Pork, roasted, raw",153,"70,1","22,3","0,5","6,86",0,"48,2","0,1","6,51","0,5","27,9","0,7",0,1,"0,31"
1323,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28302,"Porc, échine, crue","Pork, neck, raw",198,63,18,"0,1",14,0,66,"0,19",5,1,"19,6","0,24",-,-,"0,56"
1324,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28400,"Porc, travers, cru","Pork, ribs, raw",237,"61,9",18,"0,6",18,0,"33,3","0,12","8,49","0,6","19,6","2,3",0,2,"0,38"
1325,4,402,40202,"viandes, œufs, poissons et assimilés",viandes crues,28460,"Porc, escalope de jambon, crue","Pork, ham escalope, raw",129,"74,4","21,5",0,"4,76",0,"53,9","0,12","6,39","0,6",27,"0,3",0,0,"0,28"
